src,trg
"urban setting jumps knotted rope . fuzzy hat watching large seagulls . how is hat ? how is seagulls ?","G.add_edge(' setting ',' jumps ') newline G.add_edge(' setting ',' urban ') newline G.add_edge(' rope ',' knotted ') newline G.add_edge(' hat ',' watching ') newline G.add_edge(' hat ',' fuzzy ') newline G.add_edge(' seagulls ',' large ') newline G.has_edge(' hat ',' fuzzy ') newline G.has_edge(' seagulls ',' large ') newline"
"young girl watches blue sports . shepherd another is digging .","G.add_edge(' girl ',' watches ') newline G.add_edge(' girl ',' young ') newline G.add_edge(' sports ',' blue ') newline G.add_edge(' shepherd ',' digging ',action=' is ') newline G.add_edge(' shepherd ',' is ') newline"
"fence playing horse . blue-shirted individuals holding musical instruments . is there a fence ? how is instruments ?","G.add_edge(' fence ',' horse ',action=' playing ') newline G.add_edge(' fence ',' playing ') newline G.add_edge(' individuals ',' holding ') newline G.add_edge(' individuals ',' blue-shirted ') newline G.add_edge(' instruments ',' musical ') newline G.has_node(' fence ') newline G.has_edge(' instruments ',' musical ') newline"
"child is sledding . of women some hold hands . a man opens gift . does child holding ? is there a man ?","G.add_edge(' child ',' sledding ',action=' is ') newline G.add_edge(' child ',' is ') newline G.add_edge(' women ',' hands ',action=' hold ') newline G.add_edge(' women ',' hold ') newline G.add_edge(' man ',' gift ',action=' opens ') newline G.add_edge(' man ',' opens ') newline G.has_edge(' child ',' holding ') newline G.has_node(' man ') newline"
"muslim men wearing white aprons . young children wearing yellow helmets . how is aprons ?","G.add_edge(' men ',' wearing ') newline G.add_edge(' men ',' muslim ') newline G.add_edge(' aprons ',' white ') newline G.add_edge(' children ',' wearing ') newline G.add_edge(' children ',' young ') newline G.add_edge(' helmets ',' yellow ') newline G.has_edge(' aprons ',' white ') newline"
"young musician plays favorite music .","G.add_edge(' musician ',' plays ') newline G.add_edge(' musician ',' young ') newline G.add_edge(' music ',' favorite ') newline"
"rainbow colored umbrella . poodles on playing tug-of-war . does rainbow colored ?","G.add_edge(' rainbow ',' umbrella ',action=' colored ') newline G.add_edge(' rainbow ',' colored ') newline G.add_edge(' poodles ',' tug-of-war ',action=' playing ') newline G.add_edge(' poodles ',' playing ') newline G.has_edge(' rainbow ',' colored ') newline"
"of men are skiing .","G.add_edge(' men ',' skiing ',action=' are ') newline G.add_edge(' men ',' are ') newline"
"a guy while wearing with sunglasses . adults consume food .","G.add_edge(' guy ',' sunglasses ',action=' wearing ') newline G.add_edge(' guy ',' wearing ') newline G.add_edge(' adults ',' food ',action=' consume ') newline G.add_edge(' adults ',' consume ') newline"
"car moves down . is there a car ?","G.add_edge(' car ',' down ',action=' moves ') newline G.add_edge(' car ',' moves ') newline G.has_node(' car ') newline"
"mom do dirty dishes . cart sliding down . of girls while sitting together . how is dishes ? is there a relation between cart and down ?","G.add_edge(' mom ',' do ') newline  G.add_edge(' dishes ',' dirty ') newline G.add_edge(' cart ',' down ',action=' sliding ') newline G.add_edge(' cart ',' sliding ') newline G.add_edge(' girls ',' together ',action=' sitting ') newline G.add_edge(' girls ',' sitting ') newline G.has_edge(' dishes ',' dirty ') newline G.has_edge(' cart ',' down ') newline"
"young child pours syrup .","G.add_edge(' child ',' pours ') newline G.add_edge(' child ',' young ') newline "
"brown dog using purple pencil . few people watching open air . of snow covered ground . how is people ? how is air ?","G.add_edge(' dog ',' using ') newline G.add_edge(' dog ',' brown ') newline G.add_edge(' pencil ',' purple ') newline G.add_edge(' people ',' watching ') newline G.add_edge(' people ',' few ') newline G.add_edge(' air ',' open ') newline G.add_edge(' snow ',' ground ',action=' covered ') newline G.add_edge(' snow ',' covered ') newline G.has_edge(' people ',' few ') newline G.has_edge(' air ',' open ') newline"
"past someone holding yellow sunflower . how is someone ? how is sunflower ?","G.add_edge(' someone ',' holding ') newline G.add_edge(' someone ',' past ') newline G.add_edge(' sunflower ',' yellow ') newline G.has_edge(' someone ',' past ') newline G.has_edge(' sunflower ',' yellow ') newline"
"a boy in falling asleep . does boy climbs ?","G.add_edge(' boy ',' asleep ',action=' falling ') newline G.add_edge(' boy ',' falling ') newline G.has_edge(' boy ',' climbs ') newline"
"red shirt is large rock . a man picking flowers . dress sit together . is there a relation between man and flowers ?","G.add_edge(' shirt ',' is ') newline G.add_edge(' shirt ',' red ') newline G.add_edge(' rock ',' large ') newline G.add_edge(' man ',' flowers ',action=' picking ') newline G.add_edge(' man ',' picking ') newline G.add_edge(' dress ',' together ',action=' sit ') newline G.add_edge(' dress ',' sit ') newline G.has_edge(' man ',' flowers ') newline"
"another boy while wearing orange . does boy wearing ?","G.add_edge(' boy ',' orange ',action=' wearing ') newline G.add_edge(' boy ',' wearing ') newline G.has_edge(' boy ',' wearing ') newline"
"shorts on is digging . does shorts is ?","G.add_edge(' shorts ',' digging ',action=' is ') newline G.add_edge(' shorts ',' is ') newline G.has_edge(' shorts ',' is ') newline"
"boys a run down . women crouching aside . in california running back . is there a women ?","G.add_edge(' boys ',' down ',action=' run ') newline G.add_edge(' boys ',' run ') newline G.add_edge(' women ',' aside ',action=' crouching ') newline G.add_edge(' women ',' crouching ') newline G.add_edge(' california ',' back ',action=' running ') newline G.add_edge(' california ',' running ') newline G.has_node(' women ') newline"
"dog another plays around . blue t-shirt performing amazing tricks . another guy wearing earmuffs . how is tricks ? does guy plays ?","G.add_edge(' dog ',' around ',action=' plays ') newline G.add_edge(' dog ',' plays ') newline G.add_edge(' t-shirt ',' performing ') newline G.add_edge(' t-shirt ',' blue ') newline G.add_edge(' tricks ',' amazing ') newline G.add_edge(' guy ',' earmuffs ',action=' wearing ') newline G.add_edge(' guy ',' wearing ') newline G.has_edge(' tricks ',' amazing ') newline G.has_edge(' guy ',' plays ') newline"
"a child sleeding down . american woman playing yellow tennis . does child sleeding ? how is tennis ?","G.add_edge(' child ',' down ',action=' sleeding ') newline G.add_edge(' child ',' sleeding ') newline G.add_edge(' woman ',' playing ') newline G.add_edge(' woman ',' american ') newline G.add_edge(' tennis ',' yellow ') newline G.has_edge(' child ',' sleeding ') newline G.has_edge(' tennis ',' yellow ') newline"
"vested men wearing red rubber . man while laying down . some graffiti colored wall . how is men ? how is rubber ? is there a man ? does graffiti covered ?","G.add_edge(' men ',' wearing ') newline G.add_edge(' men ',' vested ') newline G.add_edge(' rubber ',' red ') newline G.add_edge(' man ',' down ',action=' laying ') newline G.add_edge(' man ',' laying ') newline G.add_edge(' graffiti ',' wall ',action=' colored ') newline G.add_edge(' graffiti ',' colored ') newline G.has_edge(' men ',' vested ') newline G.has_edge(' rubber ',' red ') newline G.has_node(' man ') newline G.has_edge(' graffiti ',' covered ') newline"
"elderly woman plays acoustic guitar . dark-skinned man throwing frying something . married couple performing white dance . how is guitar ? how is something ?","G.add_edge(' woman ',' plays ') newline G.add_edge(' woman ',' elderly ') newline G.add_edge(' guitar ',' acoustic ') newline G.add_edge(' man ',' throwing ') newline G.add_edge(' man ',' dark-skinned ') newline G.add_edge(' something ',' frying ') newline G.add_edge(' couple ',' performing ') newline G.add_edge(' couple ',' married ') newline G.add_edge(' dance ',' white ') newline G.has_edge(' guitar ',' acoustic ') newline G.has_edge(' something ',' frying ') newline"
"lonely man is extreme biking . green john looking fella .","G.add_edge(' man ',' is ') newline G.add_edge(' man ',' lonely ') newline G.add_edge(' biking ',' extreme ') newline G.add_edge(' john ',' looking ') newline G.add_edge(' john ',' green ') newline "
"player while looking out . white background holding cooking something .","G.add_edge(' player ',' out ',action=' looking ') newline G.add_edge(' player ',' looking ') newline G.add_edge(' background ',' holding ') newline G.add_edge(' background ',' white ') newline G.add_edge(' something ',' cooking ') newline"
"older woman have separate laptops . boy from falling asleep . few people have red paint . how is laptops ? does boy falling ? how is people ? how is paint ?","G.add_edge(' woman ',' have ') newline G.add_edge(' woman ',' older ') newline G.add_edge(' laptops ',' separate ') newline G.add_edge(' boy ',' asleep ',action=' falling ') newline G.add_edge(' boy ',' falling ') newline G.add_edge(' people ',' have ') newline G.add_edge(' people ',' few ') newline G.add_edge(' paint ',' red ') newline G.has_edge(' laptops ',' separate ') newline G.has_edge(' boy ',' falling ') newline G.has_edge(' people ',' few ') newline G.has_edge(' paint ',' red ') newline"
"a boy feeding celery . another woman hold hands .","G.add_edge(' boy ',' celery ',action=' feeding ') newline G.add_edge(' boy ',' feeding ') newline G.add_edge(' woman ',' hands ',action=' hold ') newline G.add_edge(' woman ',' hold ') newline"
"bicycle a jumping off . does bicycle jumping ?","G.add_edge(' bicycle ',' off ',action=' jumping ') newline G.add_edge(' bicycle ',' jumping ') newline G.has_edge(' bicycle ',' jumping ') newline"
"people for take pictures . a woman carrying plastic . does woman carrying ?","G.add_edge(' people ',' pictures ',action=' take ') newline G.add_edge(' people ',' take ') newline G.add_edge(' woman ',' plastic ',action=' carrying ') newline G.add_edge(' woman ',' carrying ') newline G.has_edge(' woman ',' carrying ') newline"
"of males by playing basketball . a children sit down . man both wearing in sunglasses . is there a children ? does man wearing ?","G.add_edge(' males ',' basketball ',action=' playing ') newline G.add_edge(' males ',' playing ') newline G.add_edge(' children ',' down ',action=' sit ') newline G.add_edge(' children ',' sit ') newline G.add_edge(' man ',' sunglasses ',action=' wearing ') newline G.add_edge(' man ',' wearing ') newline G.has_node(' children ') newline G.has_edge(' man ',' wearing ') newline"
"woman walking down . teams for take center . girl doing crafts . is there a woman ? is there a relation between teams and center ? does girl doing ?","G.add_edge(' woman ',' down ',action=' walking ') newline G.add_edge(' woman ',' walking ') newline G.add_edge(' teams ',' center ',action=' take ') newline G.add_edge(' teams ',' take ') newline G.add_edge(' girl ',' crafts ',action=' doing ') newline G.add_edge(' girl ',' doing ') newline G.has_node(' woman ') newline G.has_edge(' teams ',' center ') newline G.has_edge(' girl ',' doing ') newline"
"of people walking around . caps play flag . arms held up . does caps play ?","G.add_edge(' people ',' around ',action=' walking ') newline G.add_edge(' people ',' walking ') newline G.add_edge(' caps ',' flag ',action=' play ') newline G.add_edge(' caps ',' play ') newline G.add_edge(' arms ',' up ',action=' held ') newline G.add_edge(' arms ',' held ') newline G.has_edge(' caps ',' play ') newline"
"dog is gnawing . bird swoops down . a man bends down . does man stands ?","G.add_edge(' dog ',' gnawing ',action=' is ') newline G.add_edge(' dog ',' is ') newline G.add_edge(' bird ',' down ',action=' swoops ') newline G.add_edge(' bird ',' swoops ') newline G.add_edge(' man ',' down ',action=' bends ') newline G.add_edge(' man ',' bends ') newline G.has_edge(' man ',' stands ') newline"
"of kids are always . park watching kids . food while looking off . does food looking ?","G.add_edge(' kids ',' always ',action=' are ') newline G.add_edge(' kids ',' are ') newline G.add_edge(' park ',' kids ',action=' watching ') newline G.add_edge(' park ',' watching ') newline G.add_edge(' food ',' off ',action=' looking ') newline G.add_edge(' food ',' looking ') newline G.has_edge(' food ',' looking ') newline"
"teens walk down . the hair on has makeup . little boy does rhythmic gymnastics . how is boy ? how is gymnastics ?","G.add_edge(' teens ',' down ',action=' walk ') newline G.add_edge(' teens ',' walk ') newline G.add_edge(' hair ',' makeup ',action=' has ') newline G.add_edge(' hair ',' has ') newline G.add_edge(' boy ',' does ') newline G.add_edge(' boy ',' little ') newline G.add_edge(' gymnastics ',' rhythmic ') newline G.has_edge(' boy ',' little ') newline G.has_edge(' gymnastics ',' rhythmic ') newline"
